emp_id,Employee_Name,Employee_Email,SALARY BASIC,SALARY_HRA,SALARY_DA,TOTAL_SALARY,Present Days,Paid Leaves,Weekly Off,Unpaid Leaves,Festivals,Total Paid Days,GROSS BASIC,GROSS HRA,GROSS DA,CONVENCE ALLOWNCES,SPECIAL ALLOWNCES,Project Incentive,Variable Pay,GROSS TOTAL,ESI,PF,Salary Advance,Negative Leave,TDS,Total Deductions,NET SALARY,Month
20,himanshi sen,himanshi2@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
21,himanshi sen,himanshi3@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
22,himanshi sen,himanshi4@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
23,divya,divya@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
24,divya,divya1@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
25,apurv,apurv@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
26,nichel,nichel@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
27,adnan,adnan@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
28,adnan,adnan1@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
29,adnan,adnan2@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
30,adnan,adnan3@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
31,adnan,adnan4@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
32,adnan,adnan5@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
33,adnan,adnan6@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
34,adnan,adnan56@gmail.com,14791.67,5325.0,2958.33,23075.0,27,0,4,0,0,27,12883.07,4637.9,2576.61,9230.0,13845.0,0,0,40195.16,301.46,4823.42,0,0,2009.76,7134.64,33060.52,July 2025
35,a,a@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
36,a,aa@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
37,a,aaa@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
38,a,aaaaq@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
39,a,aaqaaq@gmail.com,14583.33,5250.0,2916.67,22750.0,27,0,4,0,0,27,12701.61,4572.58,2540.33,9100.0,13650.0,0,0,39629.03,297.22,4755.48,0,0,1981.45,7034.15,32594.88,July 2025
40,Support,Support@bisp.gmail.com,0.0,0.0,0.0,0.0,27,0,4,0,0,27,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,July 2025
