emp_id,Employee_Name,Employee_Email,SALARY BASIC,SALARY_HRA,SALARY_DA,TOTAL_SALARY,Present Days,Paid Leaves,Weekly Off,Unpaid Leaves,Festivals,Total Paid Days,GROSS BASIC,GROSS HRA,GROSS DA,CONVENCE ALLOWNCES,SPECIAL ALLOWNCES,Project Incentive,Variable Pay,GROSS TOTAL,ESI,PF,Salary Advance,Negative Leave,TDS,Total Deductions,NET SALARY,Month
16,Pooja,Pooja@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
17,gudiya sen,gudiyasen@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
18,himanshi sen,himanshi@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
19,himanshi sen,himanshi1@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
20,himanshi sen,himanshi2@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
21,himanshi sen,himanshi3@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
22,himanshi sen,himanshi4@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
23,divya,divya@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
24,divya,divya1@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
25,apurv,apurv@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
26,nichel,nichel@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
27,adnan,adnan@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
28,adnan,adnan1@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
29,adnan,adnan2@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
30,adnan,adnan3@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
31,adnan,adnan4@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
32,adnan,adnan5@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
33,adnan,adnan6@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
34,adnan,adnan56@gmail.com,11833.33,5916.67,2958.33,20708.33,27,0,4,0,0,27,10306.45,5153.23,2576.61,1600.0,7275.0,0,0,25766.13,193.25,3091.94,0,0,1288.31,4573.5,21192.63,July 2025
35,a,a@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
36,a,aa@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
37,a,aaa@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
38,a,aaaaq@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
39,a,aaqaaq@gmail.com,11666.67,5833.33,2916.67,20416.67,27,0,4,0,0,27,10161.29,5080.64,2540.33,1600.0,7150.0,0,0,25403.23,190.52,3048.39,0,0,1270.16,4509.07,20894.16,July 2025
40,Support,Support@bisp.gmail.com,0.0,0.0,0.0,0.0,27,0,4,0,0,27,0.0,0.0,0.0,1600.0,-1600.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,July 2025
