emp_id,Employee_Name,Employee_Email,SALARY BASIC,SALARY_HRA,SALARY_DA,TOTAL_SALARY,Present Days,Paid Leaves,Weekly Off,Unpaid Leaves,Festivals,Total Paid Days,GROSS BASIC,GROSS HRA,GROSS DA,CONVENCE ALLOWNCES,SPECIAL ALLOWNCES,Project Incentive,Variable Pay,GROSS TOTAL,ESI,PF,Salary Advance,Negative Leave,TDS,Total Deductions,NET SALARY,Month
11,ramarujuna,rama@gmail.com,0.0,0.0,0.0,0.0,26,0,4,0,1,27,0.0,0.0,0.0,1600.0,-1600.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,June 2025
12,rajdeep,rajdeep@gmail.com,11000.0,5500.0,2750.0,19250.0,26,0,4,0,1,27,9900.0,4950.0,2475.0,1600.0,6650.0,0,0,24750.0,185.62,2970.0,0,0,1237.5,4393.12,20356.88,June 2025
13,Geetika,geetika@mail.com,0.0,0.0,0.0,0.0,26,0,4,0,1,27,0.0,0.0,0.0,1600.0,-1600.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,June 2025
15,ram sharma,ramsharma@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
16,Pooja,Pooja@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
17,gudiya sen,gudiyasen@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
18,himanshi sen,himanshi@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
19,himanshi sen,himanshi1@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
20,himanshi sen,himanshi2@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
21,himanshi sen,himanshi3@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
22,himanshi sen,himanshi4@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
23,divya,divya@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
24,divya,divya1@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
25,apurv,apurv@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
26,nichel,nichel@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
27,adnan,adnan@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
28,adnan,adnan1@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
29,adnan,adnan2@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
30,adnan,adnan3@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
31,adnan,adnan4@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
32,adnan,adnan5@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
33,adnan,adnan6@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
34,adnan,adnan56@gmail.com,11833.33,5916.67,2958.33,20708.33,26,0,4,0,1,27,10650.0,5325.0,2662.5,1600.0,7275.0,0,0,26625.0,199.69,3195.0,0,0,1331.25,4725.94,21899.06,June 2025
35,a,a@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
36,a,aa@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
37,a,aaa@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
38,a,aaaaq@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
39,a,aaqaaq@gmail.com,11666.67,5833.33,2916.67,20416.67,26,0,4,0,1,27,10500.0,5250.0,2625.0,1600.0,7150.0,0,0,26250.0,196.88,3150.0,0,0,1312.5,4659.38,21590.62,June 2025
40,Support,Support@bisp.gmail.com,0.0,0.0,0.0,0.0,26,0,4,0,1,27,0.0,0.0,0.0,1600.0,-1600.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,June 2025
